"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Estonia","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","1119",""
"Estonia","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","1076",""
"Estonia","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","1114",""
"Estonia","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","14053",""
"Estonia","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","1120",""
"Estonia","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","1066",""
"Estonia","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","1279",""
"Estonia","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","1192",""
"Estonia","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","1287",""
"Estonia","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","1237",""
"Estonia","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","1269",""
"Estonia","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","1294",""
"Estonia","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","1135",""
"Estonia","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","1077",""
"Estonia","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","1103",""
"Estonia","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","994",""
"Estonia","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","13907",""
"Estonia","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","1138",""
"Estonia","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","1027",""
"Estonia","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","1127",""
"Estonia","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","1128",""
"Estonia","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","1159",""
"Estonia","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","1222",""
"Estonia","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","1367",""
"Estonia","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","1144",""
"Estonia","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","1311",""
"Estonia","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","1137",""
"Estonia","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","1060",""
"Estonia","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","1087",""
"Estonia","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","13551",""
"Estonia","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","1087",""
"Estonia","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","994",""
"Estonia","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","1028",""
"Estonia","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","1147",""
"Estonia","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","1168",""
"Estonia","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","1242",""
"Estonia","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","1334",""
"Estonia","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","1223",""
"Estonia","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","1244",""
"Estonia","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","1092",""
"Estonia","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","966",""
"Estonia","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","1026",""
"Estonia","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","13531",""
"Estonia","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","1095",""
"Estonia","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","1037",""
"Estonia","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","1130",""
"Estonia","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","1145",""
"Estonia","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","1162",""
"Estonia","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","1158",""
"Estonia","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","1215",""
"Estonia","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","1230",""
"Estonia","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","1198",""
"Estonia","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","1101",""
"Estonia","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","990",""
"Estonia","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","1070",""
"Estonia","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","14056",""
"Estonia","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","1145",""
"Estonia","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","1115",""
"Estonia","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","1108",""
"Estonia","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","1085",""
"Estonia","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","1173",""
"Estonia","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","1243",""
"Estonia","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","1322",""
"Estonia","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","1309",""
"Estonia","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","1188",""
